ID,Fecha,Recorrido,Porte,pesos,Kilometros,Combustible,Conductor,Mozo1,Mozo2,Ingresos diarios,Averia
356,2023-04-17 05:28:43,02/99,segundo porte,6432,162,19,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",4740,si
357,2021-05-10 13:52:08,11/66,primer porte,1448,112,31,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",4024,si
358,2018-07-20 03:21:07,13/86,segundo porte,13204,98,63,"['Laura', 'Sanchez']","['Laura', 'Sanchez']","['Laura', 'Sanchez']",5662,si
359,2020-05-05 13:57:29,13/82,segundo porte,11178,122,30,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",2828,si
360,2022-04-12 19:10:55,13/93,segundo porte,3687,196,71,"['Maria', 'Fernandez']","['Maria', 'Fernandez']","['Maria', 'Fernandez']",2926,si
361,2024-03-30 23:22:55,17/56,primer porte,14525,99,77,"['Sofia', 'Lopez']","['Sofia', 'Lopez']","['Sofia', 'Lopez']",3198,no
362,2026-06-09 17:39:27,02/100,primer porte,1176,16,62,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",2475,no
363,2019-09-07 09:43:24,13/97,primer porte,8039,35,58,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",7119,si
364,2020-01-07 03:11:06,18/62,segundo porte,10924,18,62,"['Juan', 'Garcia']","['Juan', 'Garcia']","['Juan', 'Garcia']",4458,no
365,2024-04-06 08:19:31,02/99,primer porte,3232,153,31,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",5770,no
366,2024-02-07 04:54:21,13/86,segundo porte,9297,81,94,"['Juan', 'Rodriguez']","['Juan', 'Rodriguez']","['Juan', 'Rodriguez']",9051,no
367,2022-02-16 13:14:25,13/86,segundo porte,12384,54,24,"['Juan', 'Lopez']","['Juan', 'Lopez']","['Juan', 'Lopez']",5807,no
368,2021-07-22 08:17:07,13/73,segundo porte,13327,123,33,"['Diego', 'Martinez']","['Diego', 'Martinez']","['Diego', 'Martinez']",6891,no
369,2022-03-25 08:09:43,13/81,primer porte,6877,98,11,"['Diego', 'Martinez']","['Diego', 'Martinez']","['Diego', 'Martinez']",3016,no
370,2024-04-30 09:34:26,13/92,segundo porte,10406,85,13,"['Luis', 'Lopez']","['Luis', 'Lopez']","['Luis', 'Lopez']",5897,no
371,2026-04-09 16:57:00,13/71,primer porte,5552,173,44,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",3019,no
372,2019-11-25 07:40:27,17/55,primer porte,13046,116,97,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",8065,no
373,2022-11-14 01:24:43,11/67,primer porte,5505,192,68,"['Juan', 'Garcia']","['Juan', 'Garcia']","['Juan', 'Garcia']",8390,si
374,2021-12-09 00:13:45,13/93,primer porte,11141,179,99,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",8264,no
375,2026-09-07 00:40:57,17/53,segundo porte,7559,29,53,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",3603,no
376,2025-01-30 22:05:03,13/68,segundo porte,2145,197,45,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",6313,si
377,2023-01-02 00:41:07,13/92,primer porte,2359,152,81,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",2139,no
378,2019-06-09 10:49:55,13/88,primer porte,3208,168,82,"['Juan', 'Fernandez']","['Juan', 'Fernandez']","['Juan', 'Fernandez']",4043,si
379,2019-02-06 23:46:51,13/97,primer porte,8103,133,68,"['Laura', 'Lopez']","['Laura', 'Lopez']","['Laura', 'Lopez']",7514,si
380,2026-10-10 19:04:18,17/53,segundo porte,10066,129,92,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",4906,no
381,2018-04-02 13:50:40,13/96,primer porte,14814,50,31,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",2207,no
382,2025-05-30 16:04:24,13/72,segundo porte,8908,108,15,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",6838,no
383,2024-05-20 09:46:22,13/70,primer porte,13954,161,47,"['Diego', 'Rodriguez']","['Diego', 'Rodriguez']","['Diego', 'Rodriguez']",3010,si
384,2018-01-10 13:43:16,17/56,primer porte,10453,13,67,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",4516,si
385,2017-09-02 14:41:51,13/87,segundo porte,8216,179,52,"['Juan', 'Lopez']","['Juan', 'Lopez']","['Juan', 'Lopez']",5658,si
386,2023-05-31 15:49:45,11/67,segundo porte,6529,83,21,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",9758,si
387,2024-05-23 03:13:07,13/82,segundo porte,6234,145,58,"['Sofia', 'Sanchez']","['Sofia', 'Sanchez']","['Sofia', 'Sanchez']",5382,si
388,2021-01-22 12:25:25,13/68,segundo porte,12358,192,39,"['Maria', 'Sanchez']","['Maria', 'Sanchez']","['Maria', 'Sanchez']",6993,no
389,2017-08-09 14:16:06,18/59,segundo porte,10078,183,36,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",9462,no
390,2024-11-16 03:26:02,13/82,primer porte,7323,22,93,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",6118,si
391,2026-09-25 16:55:12,11/65,primer porte,8757,200,63,"['Sofia', 'Garcia']","['Sofia', 'Garcia']","['Sofia', 'Garcia']",2603,no
392,2023-04-17 19:22:04,13/85,primer porte,11703,77,23,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",5586,si
393,2020-03-03 03:38:37,13/80,segundo porte,13315,168,53,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",9187,si
394,2025-09-28 14:59:59,17/54,primer porte,1803,235,50,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",6565,no
395,2026-08-08 02:31:07,13/90,segundo porte,9712,219,13,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",4496,si
396,2026-06-20 09:18:57,17/55,segundo porte,2698,90,79,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",5586,si
397,2019-01-19 06:04:48,13/68,segundo porte,182,160,36,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",2100,no
398,2020-07-09 08:01:46,02/100,primer porte,1955,189,70,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",4031,si
399,2025-10-08 15:12:41,11/67,segundo porte,14243,137,99,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",7569,no
400,2021-03-15 21:59:04,02/99,segundo porte,1330,238,96,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",8584,no
401,2019-08-07 17:30:58,18/60,primer porte,11515,25,39,"['Juan', 'Lopez']","['Juan', 'Lopez']","['Juan', 'Lopez']",5881,si
402,2020-02-25 10:59:05,11/63,segundo porte,8600,204,83,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",8690,si
403,2021-08-21 12:02:00,02/98,segundo porte,12888,115,66,"['Luis', 'Sanchez']","['Luis', 'Sanchez']","['Luis', 'Sanchez']",3246,si
404,2021-09-20 16:27:46,02/100,segundo porte,14456,63,67,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",6114,no
405,2018-02-18 19:58:01,13/82,primer porte,1279,46,49,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",2771,si
406,2024-11-06 14:30:36,13/94,segundo porte,7150,79,28,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",2720,no
407,2019-10-28 05:39:00,13/72,primer porte,13411,106,71,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",3708,si
408,2023-04-11 18:54:36,11/65,segundo porte,6278,134,22,"['Pedro', 'Sanchez']","['Pedro', 'Sanchez']","['Pedro', 'Sanchez']",6892,no
409,2025-06-06 03:55:23,13/75,primer porte,2559,29,23,"['Sofia', 'Martinez']","['Sofia', 'Martinez']","['Sofia', 'Martinez']",9746,no
410,2026-03-03 05:58:41,13/97,primer porte,6554,60,75,"['Juan', 'Sanchez']","['Juan', 'Sanchez']","['Juan', 'Sanchez']",8927,si
411,2020-01-15 23:16:11,18/61,primer porte,13782,188,66,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",4747,si
412,2020-12-16 03:54:24,13/73,segundo porte,13258,62,51,"['Juan', 'Garcia']","['Juan', 'Garcia']","['Juan', 'Garcia']",7848,no
413,2023-09-26 07:57:21,13/76,segundo porte,9602,25,21,"['Carlos', 'Garcia']","['Carlos', 'Garcia']","['Carlos', 'Garcia']",5584,si
414,2021-04-28 00:33:04,13/94,primer porte,4706,170,31,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",4439,no
415,2027-01-11 01:47:17,13/94,segundo porte,9703,155,84,"['Juan', 'Rodriguez']","['Juan', 'Rodriguez']","['Juan', 'Rodriguez']",4158,no
416,2019-04-20 02:54:22,13/89,primer porte,7150,45,58,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",3752,si
417,2026-01-09 07:01:25,13/69,primer porte,14497,38,20,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",6011,si
418,2026-04-06 21:25:11,13/70,primer porte,3924,73,16,"['Marta', 'Fernandez']","['Marta', 'Fernandez']","['Marta', 'Fernandez']",4037,si
419,2017-09-23 18:40:13,13/93,segundo porte,5239,18,16,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",3525,si
420,2026-09-22 19:51:21,13/86,segundo porte,13552,158,14,"['Luis', 'Perez']","['Luis', 'Perez']","['Luis', 'Perez']",4836,no
421,2022-08-25 12:57:13,02/99,segundo porte,7061,162,19,"['Luis', 'Fernandez']","['Luis', 'Fernandez']","['Luis', 'Fernandez']",5243,no
422,2024-06-20 16:04:46,13/85,primer porte,13437,47,62,"['Pedro', 'Gomez']","['Pedro', 'Gomez']","['Pedro', 'Gomez']",8730,si
423,2025-09-16 19:12:24,13/82,segundo porte,2675,60,78,"['Luis', 'Rodriguez']","['Luis', 'Rodriguez']","['Luis', 'Rodriguez']",4408,no
424,2022-07-05 17:30:47,17/53,segundo porte,12434,72,96,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",9599,si
425,2022-12-21 02:55:07,13/82,primer porte,8006,201,60,"['Luis', 'Perez']","['Luis', 'Perez']","['Luis', 'Perez']",4837,si
426,2021-02-05 16:04:21,13/92,primer porte,9202,150,49,"['Laura', 'Rodriguez']","['Laura', 'Rodriguez']","['Laura', 'Rodriguez']",8442,no
427,2023-07-17 06:01:54,13/91,segundo porte,10627,196,68,"['Laura', 'Sanchez']","['Laura', 'Sanchez']","['Laura', 'Sanchez']",8918,no
428,2025-04-13 21:28:25,13/88,segundo porte,2624,181,52,"['Marta', 'Rodriguez']","['Marta', 'Rodriguez']","['Marta', 'Rodriguez']",9562,no
429,2020-07-29 23:04:50,11/66,primer porte,10437,85,68,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",9463,no
430,2023-08-16 01:22:55,18/61,segundo porte,9461,40,50,"['Diego', 'Rodriguez']","['Diego', 'Rodriguez']","['Diego', 'Rodriguez']",6690,si
431,2018-04-25 14:46:36,13/84,primer porte,6407,192,48,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",2289,si
432,2020-09-23 03:30:40,13/96,segundo porte,9674,172,89,"['Diego', 'Sanchez']","['Diego', 'Sanchez']","['Diego', 'Sanchez']",4290,si
433,2025-03-24 19:05:42,13/74,segundo porte,2639,187,15,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",8749,si
434,2021-06-24 09:39:08,13/91,primer porte,9355,19,18,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",5004,si
435,2021-07-25 21:20:41,13/95,primer porte,2772,90,81,"['Pedro', 'Lopez']","['Pedro', 'Lopez']","['Pedro', 'Lopez']",2437,no
436,2020-12-24 13:43:06,13/92,segundo porte,6343,84,66,"['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']",3534,no
437,2017-12-25 06:47:36,13/72,segundo porte,8924,102,30,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",3748,no
438,2024-03-28 06:01:32,11/66,segundo porte,534,136,90,"['Sofia', 'Martinez']","['Sofia', 'Martinez']","['Sofia', 'Martinez']",4668,no
439,2024-11-02 15:54:04,13/84,segundo porte,7210,13,11,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",3221,no
440,2023-10-30 11:07:53,13/77,segundo porte,5047,214,15,"['Juan', 'Martinez']","['Juan', 'Martinez']","['Juan', 'Martinez']",9335,no
441,2026-08-01 12:33:59,13/78,segundo porte,4323,211,76,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",2335,no
442,2017-12-14 05:48:02,13/86,primer porte,12411,28,86,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",5279,si
443,2026-04-29 09:15:43,02/98,primer porte,6378,140,88,"['Diego', 'Rodriguez']","['Diego', 'Rodriguez']","['Diego', 'Rodriguez']",7405,no
444,2017-07-25 13:21:08,11/67,segundo porte,12727,167,43,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",7838,si
445,2024-02-11 16:51:00,13/72,primer porte,9895,117,57,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",3383,si
446,2022-01-18 10:42:36,13/85,segundo porte,9823,98,87,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",8404,no
447,2020-04-06 11:19:57,11/64,segundo porte,6808,38,70,"['Pedro', 'Martinez']","['Pedro', 'Martinez']","['Pedro', 'Martinez']",3811,si
448,2019-05-27 21:36:31,13/93,segundo porte,711,89,38,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",8247,si
449,2025-01-05 14:19:09,13/92,segundo porte,3692,218,31,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",5296,si
450,2020-10-21 19:36:14,13/89,primer porte,8000,215,48,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",8413,si
451,2020-10-31 06:13:04,18/62,primer porte,13328,194,68,"['Juan', 'Rodriguez']","['Juan', 'Rodriguez']","['Juan', 'Rodriguez']",7931,si
452,2023-05-31 06:52:12,13/71,primer porte,9045,46,63,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",8986,si
453,2019-11-27 12:54:37,13/72,segundo porte,6005,24,57,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",9948,si
454,2020-01-26 04:57:55,17/56,segundo porte,10707,39,76,"['Maria', 'Gomez']","['Maria', 'Gomez']","['Maria', 'Gomez']",4911,no
455,2018-06-22 02:30:58,11/63,segundo porte,14408,168,31,"['Maria', 'Perez']","['Maria', 'Perez']","['Maria', 'Perez']",7454,no
456,2024-10-20 18:04:48,13/89,segundo porte,12472,217,82,"['Diego', 'Gomez']","['Diego', 'Gomez']","['Diego', 'Gomez']",9863,si
457,2024-09-06 14:33:36,18/61,segundo porte,5309,60,74,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",5890,si
458,2020-12-01 05:57:52,13/74,segundo porte,2887,113,20,"['Ana', 'Martinez']","['Ana', 'Martinez']","['Ana', 'Martinez']",5561,si
459,2024-02-10 07:05:01,11/66,primer porte,4097,164,65,"['Pedro', 'Garcia']","['Pedro', 'Garcia']","['Pedro', 'Garcia']",6484,no
460,2023-01-07 20:39:48,18/60,primer porte,13229,227,91,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",2041,no
461,2020-08-07 15:51:23,13/95,segundo porte,13177,116,62,"['Luis', 'Gomez']","['Luis', 'Gomez']","['Luis', 'Gomez']",6832,no
462,2024-10-28 04:02:24,13/93,primer porte,11871,234,43,"['Maria', 'Sanchez']","['Maria', 'Sanchez']","['Maria', 'Sanchez']",2010,no
463,2026-02-26 10:50:02,02/99,primer porte,7382,142,20,"['Marta', 'Martinez']","['Marta', 'Martinez']","['Marta', 'Martinez']",6628,no
464,2018-10-17 04:08:53,02/98,primer porte,1310,187,84,"['Marta', 'Lopez']","['Marta', 'Lopez']","['Marta', 'Lopez']",8721,no
465,2020-05-07 09:44:21,13/93,segundo porte,6195,201,19,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",6140,no
466,2024-10-30 23:23:55,17/55,primer porte,11511,191,53,"['Maria', 'Fernandez']","['Maria', 'Fernandez']","['Maria', 'Fernandez']",2026,no
467,2022-08-22 19:12:37,02/100,segundo porte,5880,228,60,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",4227,no
468,2018-04-29 17:52:11,13/73,segundo porte,9819,191,51,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",5967,si
469,2022-12-19 22:01:48,13/95,segundo porte,10229,204,71,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",4534,no
470,2025-04-10 05:39:08,13/74,primer porte,3938,77,67,"['Ana', 'Perez']","['Ana', 'Perez']","['Ana', 'Perez']",2442,no
471,2017-09-07 20:40:02,13/73,segundo porte,10214,113,78,"['Maria', 'Martinez']","['Maria', 'Martinez']","['Maria', 'Martinez']",4465,si
472,2021-10-09 06:46:06,13/79,segundo porte,7514,102,54,"['Pedro', 'Perez']","['Pedro', 'Perez']","['Pedro', 'Perez']",4760,no
473,2026-04-24 18:39:12,13/90,primer porte,14637,190,81,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",9438,no
474,2017-08-02 12:02:05,13/74,primer porte,14724,88,36,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",2371,no
475,2018-02-02 23:31:42,11/64,primer porte,6593,22,54,"['Pedro', 'Martinez']","['Pedro', 'Martinez']","['Pedro', 'Martinez']",5128,si
476,2019-12-09 08:25:26,13/69,segundo porte,14241,15,97,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",6855,si
477,2022-11-27 03:04:22,13/69,segundo porte,6737,244,22,"['Ana', 'Sanchez']","['Ana', 'Sanchez']","['Ana', 'Sanchez']",5567,no
478,2021-08-04 09:34:36,11/63,primer porte,10445,212,22,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",7165,no
479,2022-05-24 08:01:38,13/70,segundo porte,5327,134,43,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",2504,si
480,2017-10-15 09:46:07,13/84,segundo porte,10755,197,97,"['Laura', 'Martinez']","['Laura', 'Martinez']","['Laura', 'Martinez']",8349,no
481,2022-11-07 12:34:00,18/59,segundo porte,1637,220,55,"['Marta', 'Sanchez']","['Marta', 'Sanchez']","['Marta', 'Sanchez']",2971,no
482,2026-08-27 18:27:05,13/84,primer porte,2773,76,20,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",4356,si
483,2021-04-28 04:50:58,11/63,segundo porte,1015,26,66,"['Luis', 'Sanchez']","['Luis', 'Sanchez']","['Luis', 'Sanchez']",2251,no
484,2019-02-07 11:25:59,13/75,primer porte,5957,178,69,"['Carlos', 'Lopez']","['Carlos', 'Lopez']","['Carlos', 'Lopez']",4609,no
485,2022-06-09 05:37:46,13/73,primer porte,6358,145,25,"['Marta', 'Perez']","['Marta', 'Perez']","['Marta', 'Perez']",7726,si
486,2024-09-04 17:46:06,18/60,segundo porte,12756,43,55,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",6450,si
487,2020-03-21 23:20:29,13/78,segundo porte,14626,112,37,"['Luis', 'Garcia']","['Luis', 'Garcia']","['Luis', 'Garcia']",3964,no
488,2025-03-01 01:21:32,13/91,segundo porte,3700,171,37,"['Diego', 'Martinez']","['Diego', 'Martinez']","['Diego', 'Martinez']",6387,no
489,2021-10-10 22:14:20,11/63,primer porte,9887,122,28,"['Ana', 'Garcia']","['Ana', 'Garcia']","['Ana', 'Garcia']",7169,si
490,2019-12-21 15:04:34,13/87,segundo porte,14393,242,74,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",5826,no
491,2020-03-09 09:00:43,13/93,primer porte,6273,78,87,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",4421,si
492,2025-09-22 20:58:14,13/76,primer porte,7858,47,47,"['Sofia', 'Sanchez']","['Sofia', 'Sanchez']","['Sofia', 'Sanchez']",6615,no
493,2025-04-06 13:13:04,13/91,segundo porte,7685,16,29,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",3160,si
494,2019-06-02 04:54:32,02/98,primer porte,3900,205,85,"['Marta', 'Fernandez']","['Marta', 'Fernandez']","['Marta', 'Fernandez']",7292,no
495,2024-02-29 12:18:09,13/95,segundo porte,1942,115,81,"['Luis', 'Lopez']","['Luis', 'Lopez']","['Luis', 'Lopez']",9492,si
496,2018-03-14 05:16:06,13/85,primer porte,11779,18,64,"['Pedro', 'Lopez']","['Pedro', 'Lopez']","['Pedro', 'Lopez']",2329,si
497,2024-02-20 19:14:01,13/78,primer porte,9613,170,60,"['Marta', 'Gomez']","['Marta', 'Gomez']","['Marta', 'Gomez']",5356,si
498,2020-08-10 02:32:28,13/86,primer porte,4583,117,95,"['Diego', 'Perez']","['Diego', 'Perez']","['Diego', 'Perez']",8590,si
499,2022-05-08 07:14:47,17/56,segundo porte,5933,229,21,"['Luis', 'Martinez']","['Luis', 'Martinez']","['Luis', 'Martinez']",2868,no
500,2022-03-16 01:41:58,13/69,primer porte,4137,152,65,"['Carlos', 'Gomez']","['Carlos', 'Gomez']","['Carlos', 'Gomez']",5620,no
501,2022-12-19 21:05:24,13/91,segundo porte,1453,80,71,"['Diego', 'Lopez']","['Diego', 'Lopez']","['Diego', 'Lopez']",2706,si
502,2026-01-30 05:23:30,13/96,segundo porte,3723,216,61,"['Pedro', 'Fernandez']","['Pedro', 'Fernandez']","['Pedro', 'Fernandez']",3525,no
503,2019-01-16 01:38:48,18/58,segundo porte,14124,28,79,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",8982,si
504,2026-05-06 23:30:16,18/62,segundo porte,1438,177,52,"['Laura', 'Gomez']","['Laura', 'Gomez']","['Laura', 'Gomez']",6355,si
505,2026-07-31 13:44:28,11/66,primer porte,7263,110,59,"['Marta', 'Rodriguez']","['Marta', 'Rodriguez']","['Marta', 'Rodriguez']",4591,no
506,2017-09-13 15:28:27,13/82,segundo porte,6276,97,97,"['Luis', 'Rodriguez']","['Luis', 'Rodriguez']","['Luis', 'Rodriguez']",3779,si
507,2024-01-18 11:54:42,17/55,segundo porte,5441,180,24,"['Juan', 'Gomez']","['Juan', 'Gomez']","['Juan', 'Gomez']",5772,no
508,2026-01-03 23:56:49,13/96,segundo porte,1507,139,64,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",7273,si
509,2018-07-02 17:46:19,13/78,segundo porte,2168,224,69,"['Juan', 'Perez']","['Juan', 'Perez']","['Juan', 'Perez']",6505,si
510,2021-11-04 09:44:42,13/88,primer porte,5722,83,84,"['Pedro', 'Martinez']","['Pedro', 'Martinez']","['Pedro', 'Martinez']",7776,no
511,2020-03-02 14:21:25,18/59,primer porte,911,226,24,"['Sofia', 'Sanchez']","['Sofia', 'Sanchez']","['Sofia', 'Sanchez']",2683,si
512,2021-02-16 00:27:17,11/63,segundo porte,5356,208,23,"['Luis', 'Rodriguez']","['Luis', 'Rodriguez']","['Luis', 'Rodriguez']",9483,si
513,2021-02-02 00:21:59,13/78,segundo porte,3482,184,71,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",9478,no
514,2020-12-02 00:49:03,13/91,primer porte,4960,14,72,"['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']","['Pedro', 'Rodriguez']",9174,si
515,2018-12-05 23:24:20,13/90,segundo porte,11228,75,24,"['Ana', 'Fernandez']","['Ana', 'Fernandez']","['Ana', 'Fernandez']",6730,no
516,2023-01-19 19:06:41,11/66,segundo porte,8991,109,79,"['Luis', 'Sanchez']","['Luis', 'Sanchez']","['Luis', 'Sanchez']",9928,no
517,2020-08-15 04:15:54,13/95,primer porte,9838,228,38,"['Sofia', 'Garcia']","['Sofia', 'Garcia']","['Sofia', 'Garcia']",7470,no
518,2019-03-20 14:03:47,13/72,primer porte,3584,143,82,"['Maria', 'Sanchez']","['Maria', 'Sanchez']","['Maria', 'Sanchez']",5915,no
519,2023-04-11 17:11:21,13/91,primer porte,11888,244,58,"['Ana', 'Gomez']","['Ana', 'Gomez']","['Ana', 'Gomez']",9810,si
520,2024-12-06 21:41:04,13/90,segundo porte,6394,29,69,"['Maria', 'Rodriguez']","['Maria', 'Rodriguez']","['Maria', 'Rodriguez']",7050,si
521,2017-10-31 19:03:22,11/66,primer porte,12475,229,48,"['Sofia', 'Gomez']","['Sofia', 'Gomez']","['Sofia', 'Gomez']",2316,no
522,2024-03-28 17:59:52,17/57,primer porte,10385,66,55,"['Laura', 'Perez']","['Laura', 'Perez']","['Laura', 'Perez']",8064,no
523,2023-06-02 12:17:28,13/82,segundo porte,14619,240,32,"['Luis', 'Lopez']","['Luis', 'Lopez']","['Luis', 'Lopez']",3523,no
524,2022-05-26 14:23:31,13/93,segundo porte,12856,26,84,"['Maria', 'Garcia']","['Maria', 'Garcia']","['Maria', 'Garcia']",5790,no
525,2024-01-26 08:52:44,13/93,primer porte,10240,193,61,"['Laura', 'Fernandez']","['Laura', 'Fernandez']","['Laura', 'Fernandez']",2804,si
526,2025-11-03 04:30:14,13/84,segundo porte,8632,94,16,"['Carlos', 'Sanchez']","['Carlos', 'Sanchez']","['Carlos', 'Sanchez']",6316,no
527,2021-05-28 09:04:13,13/70,primer porte,2489,167,82,"['Laura', 'Garcia']","['Laura', 'Garcia']","['Laura', 'Garcia']",2900,si
528,2020-12-27 19:52:39,13/70,primer porte,249,25,96,"['Carlos', 'Garcia']","['Carlos', 'Garcia']","['Carlos', 'Garcia']",7930,si
529,2024-07-06 19:18:49,13/83,segundo porte,10857,195,73,"['Pedro', 'Garcia']","['Pedro', 'Garcia']","['Pedro', 'Garcia']",7897,si
530,2025-06-19 13:06:26,13/70,primer porte,5386,203,50,"['Carlos', 'Perez']","['Carlos', 'Perez']","['Carlos', 'Perez']",6577,si
531,2019-12-19 22:34:51,17/53,primer porte,14427,155,69,"['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']","['Sofia', 'Rodriguez']",3816,no
532,2019-12-05 02:15:30,13/88,primer porte,4232,47,10,"['Sofia', 'Fernandez']","['Sofia', 'Fernandez']","['Sofia', 'Fernandez']",4108,si
